prova,ciclo,tier,box,sbb,rp,nome,sexo,nasc,nmgc,sbb_pai,nome_pai,sbb_mae,nome_mae,criador,media
Morfologia Expointer,2026,1,2728,B667088,478,NATO DO BARRO AZUL,MACHO,28/10/2023,7,B422617,QUERENDON DO RECANTO CRIOULO,B430623,FAÇANHA DO BARRO AZUL,RENATO ROSSELL SARMENTO,
Morfologia Expointer,2026,1,2729,B678500,153,VERSO DA RAUNA,MACHO,28/10/2023,8,B503936,MANO A MANO DO RAUNA,B450911,PR FIRMEZA DE SANTA IZABEL,RAFAEL AUGUSTO DO NASCIMENTO,
Morfologia Expointer,2026,1,2731,B679306,109,ANAY ORIENTAL,MACHO,20/10/2023,8,B530664,CHAMAMÉ NOCHERO,B381989,KT VIRAÇÃO,MAURÍCIO FERNANDES MACHADO,
Morfologia Expointer,2026,1,2732,B669346,1522,AS MALKE NAZARENO,MACHO,16/10/2023,7,B438313,KT AMANHECER,B502085,AS MALKE ERVA MATE-TE,SUCESSÃO DE JOSÉ SCHWANCK,
Morfologia Expointer,2026,1,2733,B669205,654,CHUMBO GROSSO MAPOCHO-TE,MACHO,15/10/2023,8,B530664,CHAMAMÉ NOCHERO,B593070,XERETA MAPOCHO,AGROPECUARIA MAPOCHO LTDA,
Morfologia Expointer,2026,1,2734,B667647,1690,RE VINHAÇO,MACHO,14/10/2023,7,B616747,DEL OESTE ZORRINO,B322761,RE FRANQUIA,EVALDO FRANCISCO DA ROSA,
Morfologia Expointer,2026,1,2735,B661486,248,CANHAFÉ TORMENTO,MACHO,12/10/2023,7,B495332,UM BUENO DO PASSO DA LAGE,B430343,JUSTIÇA DO MACANUDO,FLAVIANO JUNIOR SAIBRO,
Morfologia Expointer,2026,1,2736,B662075,428,FOGO DE CHAO DA BÉZINHA,MACHO,11/10/2023,8,B514288,XEQUE MATE DA BOA VISTA,B589969,"BIBIANA DA
BÉZINHA",PAULO ROBERTO BORGES SILVEIRA,
Morfologia Expointer,2026,1,2737,B658879,196,RELHO TRANÇADO DO ROSAL,MACHO,01/10/2023,6,B190224,SÃO JOÃO DO JUNCAL PANDEMÔNIO,B215423,BT SEVILHANA II,SADY MARCONDES LOUREIRO NETO,
Morfologia Expointer,2026,1,2738,B662237,244,JAGUAR DE SANTA LARISSA-TE,MACHO,01/10/2023,7,B438313,KT AMANHECER,B534286,ÍNDIA II DO PURUNÃ,LUIZ KENDY MAEDA EXPOSITOR: LUIZ KENDY MAEDA,
Morfologia Expointer,2026,1,2739,B671749,877,VERANEIO DA CABANHA SANTA FÉ,MACHO,01/10/2023,7,B317108,JA IMPULSO,B413155,JUMA DA CABANHA SANTA FÉ,GILBERTO RODRIGUES DE FREITAS,
Morfologia Expointer,2026,1,2740,B665684,1077,VIOLEIRO DO MACANUDO,MACHO,28/09/2023,8,B552163,MONARCA DA BELA ESPERANÇA,B451501,LAGUNA DO MACANUDO,MAURO E TELMO FERREIRA,
Morfologia Expointer,2026,1,2741,B664640,44,LINDAÇO DA INVERNADA DA GEADA,MACHO,23/09/2023,7,B448447,"MARCONI CONCHA
Y TORO",B425942,RIO DO RASTRO MISAMORES,ANTUNY RODRIGUES ROSA,
Morfologia Expointer,2026,1,2742,B665777,44,DOM VICO REVOLUÇÃO,MACHO,20/09/2023,7,B438313,KT AMANHECER,B393374,LA CASTELLANA JARANA,VINÍCIUS E RAFAELA DOS SANTOS,
Morfologia Expointer,2026,1,2743,B672452,156,UM BUENO TREMEMBÉ,MACHO,19/09/2023,6,B409696,BASCO VENENO,B404263,JAQUELINE TREMEMBÉ,ADRIANO JOSÉ OST,
Morfologia Expointer,2026,1,2744,B660220,441,HOSPEDEIRO DE QUARACI,MACHO,16/09/2023,7,B540444,BUENO DE QUARACI,B235958,ENLUARADA DE SANTA EDWIGES,ROSALIE TAVARES NEGRINI JONES,
Morfologia Expointer,2026,1,2745,B666736,189,CERRO CAMPERO SARGENTO,MACHO,15/09/2023,8,B503936,MANO A MANO DO RAUNA,B504549,CERRO CAMPERO LUMINOSA,GIULIANNO CHEMIN SPRÉA,
Morfologia Expointer,2026,1,2746,B662231,241,JALISCO DE SANTA LARISSA,MACHO,12/09/2023,7,B396137,FANTÁSTICO DE SÃO PEDRO,B349802,FANFARRA DA MAYA,LUIZ KENDY MAEDA,
Morfologia Expointer,2026,1,2747,B667359,1950,BASCO LINDO PINGO-TE,MACHO,11/09/2023,8,B409696,BASCO VENENO,B562971,BASCA FIESTA GAÚCHA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2026,1,2748,B670794,2407,GAP RETRUCO-TE,MACHO,29/08/2023,8,B269661,AS MALKE SEDUTOR-TE,B588707,GAP NALU,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2026,1,2749,B664178,210,CRC RECUERDO,MACHO,25/08/2023,7,B296959,AS MALKE TORMENTO-TE,B367784,CRC ENCANTADA,"RODRIGO, ADEMAR E MARIO CASTELLI",
Morfologia Expointer,2026,1,2750,B665805,83,SANTA LETA MARANELO-TE,MACHO,19/08/2023,8,B480453,MAIS UM MAGISTRADO,B532736,RZ MADEJA II DA CARAPUÇA,MARCELO BONFIGLIO DE BARROS,
Morfologia Expointer,2026,1,2751,B649831,51,MESTRE DA MANECO PEREIRA,MACHO,29/07/2023,7,B495332,UM BUENO DO PASSO DA LAGE,B317708,ÁGUA BENTA DO PURUNÃ,GEONIR EDVARD FONSECA VINCENSI,
Morfologia Expointer,2026,1,2752,B648248,2363,RZ DEL NUEVE DIABLO DA CARAPUÇA -TE,MACHO,30/12/2022,7,B395777,JA MATE AMARGO,B239558,RZ SALVACIÓN DA CARAPUÇA,RUBENS ELIAS ZOGBI,
Morfologia Expointer,2026,1,2753,B645805,707,QUATRO NAIPES DO MAKO,MACHO,25/12/2022,7,B570908,GAP MINUANO,B362792,DE LA NOCHE DO MAKO,AGROPECUÁRIA DO MAKO LTDA,
Morfologia Expointer,2026,1,2754,B638688,745,MARCONI FANTÁSTICO,MACHO,21/12/2022,8,B396137,FANTÁSTICO DE SÃO PEDRO,B542895,MARCONI QUERÊNCIA,ALEXANDRE ESPINDOLA ARAÚJO,
Morfologia Expointer,2026,1,2755,B645697,39,LAS GURIZAS FOGONERO,MACHO,20/12/2022,7,B231887,ÍNDIO DO BOEIRO,B518452,PITANGA DO CAPÃO DA RONDA,JÚLIO COSTA E FILHAS,
Morfologia Expointer,2026,1,2756,B653186,1489,AS MALKE MANOTAÇO,MACHO,20/12/2022,7,B438313,KT AMANHECER,B236599,AS MALKE QUE BELA,SUCESSÃO DE JOSÉ SCHWANCK,
Morfologia Expointer,2026,1,2757,B652145,1914,BASCO JOÃO NINGUÉM,MACHO,19/12/2022,8,B243062,BASCO ONÁSSIS,B563057,BASCA FINA FLOR,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2026,1,2758,B656076,143,MONTE PAMPERO JOGO DE SORTE,MACHO,05/12/2022,7,B396137,FANTÁSTICO DE SÃO PEDRO,B242263,MOROCHA DA BOA VISTA,TIAGO SANGIOGO,
Morfologia Expointer,2026,1,2759,B656437,582,LA CASTELLANA TRANQUILO,MACHO,03/12/2022,7,B208394,CUTUCO DE SANTA EDWIGES,B349671,LA CASTELLANA HONRA DA CASA,MARCELO AMARAL MORAES,
Morfologia Expointer,2026,1,2760,B653613,56,PONS JAGUARI,MACHO,01/12/2022,8,B512814,BASCO DESPUNTE,B383403,NIAZZI JABOTICABA,ANDRÉ SESTI DIEFENBACH,
Morfologia Expointer,2026,1,2761,B643054,1155,FUGITIVO 1155 DO PEÑAROL,MACHO,27/11/2022,6,B409696,BASCO VENENO,B196604,IMBUIA 837 DO PEÑAROL,CAROLINA ELENE SUÑÉ BONFADA,
Morfologia Expointer,2026,1,2762,B645604,230,INQUISITOR DE SANTA LARISSA,MACHO,24/11/2022,6,B403335,INQUISITOR 1490 MAUFER,B462538,TRÊS CERROS FUMARADA,LUIZ KENDY MAEDA,
Morfologia Expointer,2026,1,2763,B652089,1905,BASCO JOHNNIE WALKER,MACHO,24/11/2022,6,B617811,DEL OESTE FIERRO,B478798,BASCA CASTANHEIRA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2026,1,2764,B644151,09,DON GONÇALO EL ENEMIGO,MACHO,20/11/2022,8,B556496,DON GONÇALO MELCHOR,B459215,LINDA DAMA 1790 MAUFER,RAMON CORBELLINI,
Morfologia Expointer,2026,1,2765,B649214,862,CIMARRON DO LISCANO,MACHO,16/11/2022,7,B396137,"FANTÁSTICO DE
SÃO PEDRO",B455460,AS MALKE DUQUEZA,PIETRO E GIULIANO PEREIRA ZANETTI,
Morfologia Expointer,2026,1,2766,B638690,739,MARCONI BRAVO,MACHO,10/11/2022,7,B396137,"FANTÁSTICO DE
SÃO PEDRO",B347126,MARCONI IMAGEM,ALEXANDRE ESPINDOLA ARAÚJO,
Morfologia Expointer,2026,1,2767,B653564,1886,BASCO JESUÍTA,MACHO,08/11/2022,6,B243062,BASCO ONÁSSIS,B460125,BASCA BONANZA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2026,1,2768,B643550,69,TARAGÜI BIEN HABLADO,MACHO,07/11/2022,7,B438313,KT AMANHECER,B457543,TARAGÜI RINCONADA,ÉRICO E SÉRGIO RUSSO,
Morfologia Expointer,2026,1,2769,B651546,1572,RE UM PONCHO,MACHO,06/11/2022,8,B616747,DEL OESTE ZORRINO,B491525,NASCENTE DA CABANHA SANTA FÉ,EVALDO FRANCISCO DA ROSA,
Morfologia Expointer,2026,1,2770,B642844,1364,CAMPANA KAIO,MACHO,02/11/2022,8,B481227,TAÑIDO CANTA GALLO,B551787,CAMPANA GAZELA,MÁRIO MOGLIA SUÑE,
Morfologia Expointer,2026,1,2771,B651073,634,BERRO GROSSO MAPOCHO,MACHO,31/10/2022,8,B530664,CHAMAMÉ NOCHERO,B574678,UMA PROMESSA MAPOCHO,SÉRGIO SANTOS SANT´ANNA E FILHAS,
Morfologia Expointer,2026,1,2772,B652024,1870,BASCO JAGUARI,MACHO,25/10/2022,7,B146172,BT LUCERO,B479054,BASCA CONTRADIÇÃO,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2026,1,2773,B641339,311,RAMON 311 GUANACO,MACHO,17/10/2022,8,B579531,BASCO GUARDIAN,B555203,RAMON CHINOCA,GER ADMINISTRAÇÃO E PARTICIPAÇÕES S/A,
Morfologia Expointer,2026,1,2774,B657103,662,TUPAMBAÉ DA TAMANCA,MACHO,17/10/2022,8,B519131,NOCHERO DA TAMANCA,B565794,PAPA FINA DA TAMANCA,LAURO CARDOSO TERRA E FILHOS,
Morfologia Expointer,2026,1,2775,B647468,163,CANTO FORTE MATTOS,MACHO,16/10/2022,8,B530664,CHAMAMÉ NOCHERO,B532428,JV RIGOROSA,DIEGO NASCIMENTO DE MATTOS,
Morfologia Expointer,2026,1,2776,B652933,10,TER FACUNDO,MACHO,15/10/2022,8,B503936,MANO A MANO DO RAUNA,B527791,ABRE CANCHA DA VH,MARCOS RAUL FERREIRA FAGUNDES E FERNANDA HELENA HORN,
Morfologia Expointer,2026,1,2777,B656722,697,AMARGO DA CHARQUEADA,MACHO,13/10/2022,7,B409696,BASCO VENENO,B300265,JUIZA DA CHARQUEADA,JACÓ EDMUNDO WEIAND,
Morfologia Expointer,2026,1,2778,B648753,2276,SOY SANTO CALA BASSA-TE,MACHO,09/10/2022,6,B296959,AS MALKE TORMENTO-TE,B410287,ERVA SANTA CALA BASSA,MARCELO REZENDE MÓGLIA,
Morfologia Expointer,2026,1,2779,B646278,1391,FARROUPILHA DA BOA VISTA,MACHO,30/09/2022,8,B514288,XEQUE MATE DA BOA VISTA,B241273,CASTAÑA DA MAIOR,FAZENDA BOA VISTA,
Morfologia Expointer,2026,1,2780,B647254,01,BALAÇO DA CANAÃ DA FÉ,MACHO,30/09/2022,7,B201279,AQUI ESTOY DA SANTA JUVITA,B367340,ENCARNACION DO MAKO,MATIAS EZIQUIEL TIECHER,
Morfologia Expointer,2026,1,2781,B648262,1127,SEDUTOR DO CAPÃO REDONDO,MACHO,14/09/2022,8,B319623,FICHERO DO CAPÃO REDONDO,B567360,OLIVA DO CAPÃO REDONDO,ANTONIO CARLOS ALBUQUERQUE PY,
Morfologia Expointer,2026,1,2782,B651920,264,IMPÉRIO DA MEIA LUA,MACHO,12/09/2022,7,B540444,BUENO DE QUARACI,B356251,INDIANA DA MEIA LUA,FRANCISCO GERALDO PEREIRA DE SOUZA,
Morfologia Expointer,2026,1,2783,B641128,59,JURADO DA CVC,MACHO,07/09/2022,9,B226846,BUENAÇO DA MAIOR,B532845,ESMERALDA DA CVC,LEONARDO MARTINS GARCIA,
Morfologia Expointer,2026,1,2784,B654080,2307,GAP QUERENDON-TE,MACHO,06/09/2022,8,B536061,YANCA INTENDENTE,B573894,GAP MANDIYU,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2026,1,2785,B650241,1498,RE ULTRAJE,MACHO,04/09/2022,7,B395816,JA MANDA CHUVA,B507445,RE NICÉIA,EVALDO FRANCISCO DA ROSA,
Morfologia Expointer,2026,1,2786,B651160,229,RF MACANUDO,MACHO,01/09/2022,7,B451471,LAMPIÃO DO MACANUDO,B274821,CASCAVEL DO MACANUDO,RENATA BARBOZA FISCHER,
Morfologia Expointer,2026,1,2787,B653893,460,PP ELEGIDO DA RENASCER-TE,MACHO,30/08/2022,9,B269661,AS MALKE SEDUTOR-TE,B556022,PP ZARA DA RENASCER-TE,PAULO ROBERTO PAVIN,
Morfologia Expointer,2026,1,2788,B643202,155,KIKITO DAS FLORES,MACHO,18/08/2022,7,B519131,NOCHERO DA TAMANCA,B377636,RZ DALIA ROSA DA CARAPUÇA,CLEBER WEYH,
Morfologia Expointer,2026,1,2789,B631827,451,RODOPIO DO RIBEIRÃO BONITO-TE,MACHO,19/03/2022,5,B146172,BT LUCERO,B158582,BAIONETA DO TAMBORÉ,ARISON JUNG,
Morfologia Expointer,2026,1,2790,B629119,56,LAB MUSIQUEIRO,MACHO,30/12/2021,7,B395777,JA MATE AMARGO,B242263,MOROCHA DA BOA VISTA,LUAN ARALDI BAGGIO,
Morfologia Expointer,2026,1,2791,B622373,22,COLIBRI DA ALBUQUERQUE,MACHO,15/12/2021,7,B489035,QUILERO CATA VENTO,B244600,PONTA FINA MINASUERTE,LUCIANO ALBUQUERQUE DE MELLO,
Morfologia Expointer,2026,1,2792,B628269,162,OPORTUNO DA ASKATASUNA,MACHO,10/12/2021,8,B530664,CHAMAMÉ NOCHERO,B383185,BT ESCONDIDA,MARIA IZABEL FRANCO TELLECHEA,
Morfologia Expointer,2026,1,2793,B629029,27,IGUAÇU DEL TIERBA,MACHO,30/11/2021,6,B371076,JA LIBERTADOR,B291783,DEBOCHADA DO MACANUDO,CARLOS RICARDO SZCZERBOWSKI,
Morfologia Expointer,2026,1,2794,B637651,1744,BASCO INIMIGO II-TE,MACHO,16/11/2021,8,B467678,GOLILLA PATRON,B540923,BASCA ESMERALDA II,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2026,1,2795,B625524,154,RETRATO DA SANTA MARIA DO ITU,MACHO,15/11/2021,8,B514288,XEQUE MATE DA BOA VISTA,B292811,AFIRMATIVA DO MARCADOR,CRISTIANO WEBER DA SILVA,
Morfologia Expointer,2026,1,2796,B640713,154,LOS ROTCHA UN SALUDO,MACHO,11/11/2021,8,B552436,LOS ROTCHA RELICÁRIO,B320698,CORTICEIRA DE SÃO PEDRO,RODRIGO E FERNANDO OCTÁVIO DA ROCHA,
Morfologia Expointer,2026,1,2797,B624041,06,VELO CORRENTINO,MACHO,16/10/2021,8,B569822,GAP MONARCA,B455434,AS MALKE DEFESA,FERNANDO REBES VELO FILHO,
Morfologia Expointer,2026,1,2798,B628645,366,GUANABARA ZARAGOZA-TE,MACHO,12/10/2021,8,B508256,MAIS UM NUMERÁRIO,B399882,GUANABARA OTRA MÁS,LUIZ CARLOS DA SILVA CARVALHO JUNIOR,
Morfologia Expointer,2026,1,2799,B632301,412,NIAZZI UNIVERSO,MACHO,20/09/2021,7,B349886,NIAZZI IMPROVISO,B414804,NIAZZI LUA CHEIA,TIAGO ANTONIAZZI,
Morfologia Expointer,2026,1,2800,B635886,29,HARAGANO DA MAYER,MACHO,07/08/2021,8,B401245,DARTAGNAN DO PURUNÃ,B486935,CONQUISTA DA MAYER,RODRIGO JOSÉ MAYER E NEREU JOLI MAYER,
Morfologia Expointer,2026,1,2801,B615646,2132,PONTO CRUZ CALA BASSA,MACHO,15/02/2021,8,B286330,DEL OESTE MUTANTE,B518261,IMPOSTA CALA BASSA,MARCELO REZENDE MÓGLIA,
Morfologia Expointer,2026,1,2802,B608758,2186,GAP OÁSIS-TE,MACHO,02/12/2020,7,B396137,"FANTÁSTICO DE
SÃO PEDRO",B320690,CARLOTA DE SÃO PEDRO,EDUARDO MACEDO LINHARES,
Morfologia Expointer,2026,1,2803,B599771,126,IMPONENTE DA MORADA DO VALE,MACHO,14/11/2020,7,B519131,NOCHERO DA TAMANCA,B330779,RZ BOCHINCHERA DA CARAPUÇA,CLEBER WEYH,
Morfologia Expointer,2026,1,2804,B609924,67,LANCEIRO DO DIAMANTE,MACHO,11/11/2020,6,B409696,BASCO VENENO,B444315,FIRMEZA 2034,REGINALDO OLIVEIRA TAVARES,
Morfologia Expointer,2026,1,2805,,,TAÑIDO BUENAZO,MACHO,11/11/2020,0,B499447,YANCAMIL CAHUEL,D095895,TAÑIDO BOLILLERA,IRUNDY S.A,
Morfologia Expointer,2026,1,2806,B612055,209,JQ QUARTEL GENERAL,MACHO,08/11/2020,6,B371076,JA LIBERTADOR,B448027,JQ JÓIA RARA,EDMOND CHAKER FARHAT JÚNIOR,
Morfologia Expointer,2026,1,2807,B608781,44,NJE INCRÍVEL-TE,MACHO,03/10/2020,7,B396137,FANTÁSTICO DE SÃO PEDRO,B532121,NJE PRECIOSA -TE,NAUDÁRIO CERATTI VEGA,
Morfologia Expointer,2026,1,2808,B606188,1513,BASCO HERDEIRO,MACHO,16/07/2020,7,B243062,BASCO ONÁSSIS,B447015,BASCA ACORDEONA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2026,1,2809,B591910,246,DAKOTA DE QUARACI – TE,MACHO,04/01/2020,7,B235945,EQUADOR DE SANTA EDWIGES,B421501,BALISA III DO ITAPORORÓ,ROSALIE TAVARES NEGRINI JONES,
Morfologia Expointer,2026,1,2810,B574283,81,LEVIATÃ 81 NOMBRADO,MACHO,17/11/2019,7,B186023,ALTO ASTRAL DE SANTA EDWIGES,B390099,BRISA MANSA 17 NOMBRADO,GABRIELA ZANCANARO,
Morfologia Expointer,2026,1,2811,B576468,138,TR VENENO,MACHO,11/11/2019,7,B409696,BASCO VENENO,B167543,DELANTERA PUACÁ,ELIETE VIGNAGA TONUS,
Morfologia Expointer,2026,1,2812,B590532,2096,QUATRO TENTOS 2096 MAUFER-TE,MACHO,23/10/2019,6,B444811,IMPERADOR 1562 MAUFER-TE,B459238,LUZ DEL FUEGO 1808 MAUFER,FERNANDO LAMPERT WEIAND,
Morfologia Expointer,2026,1,2813,B576586,261,RAMON 261 DOZE BRAÇAS,MACHO,02/10/2019,7,B351128,AS MALKE VULTO,B308035,ÚLTIMA RIMA DO BARULHO,GER ADMINISTRAÇÃO E PARTICIPAÇÕES S/A,
Morfologia Expointer,2026,1,2814,B597057,1908,MAHALO CALA BASSA,MACHO,24/08/2019,6,B286330,DEL OESTE MUTANTE,B349700,FIRMEZA 1859,MARCELO REZENDE MÓGLIA,
Morfologia Expointer,2026,1,2815,B600228,340,VV GALO DE BRIGA-TE,MACHO,20/02/2019,7,B446430,CHARQUE INOCÊNCIO,B384891,VV ZOADA,VICTOR INÁCIO VOLKWEIS,
Morfologia Expointer,2026,1,2816,B581651,23,GAMELEIRA FIDALGO,MACHO,19/01/2019,9,B443147,ALFERES DO ORELHANO,B295886,TRES LUGARES II ESCURRIA,VICTOR BARBOSA PENNER,
Morfologia Expointer,2026,1,2817,B569797,103,SANTA LARISSA EL ENEMIGO-TE,MACHO,06/09/2018,6,B371076,JA LIBERTADOR,B349802,FANFARRA DA MAYA,LUIZ KENDY MAEDA,
Morfologia Expointer,2026,1,2818,B532384,956,SANTO PAGO CHARRUA,MACHO,13/11/2017,7,B269661,AS MALKE SEDUTOR-TE,B253051,FISGA CHARRUA,JOÃO ROUGET PÉREZ WREGE,
Morfologia Expointer,2026,1,2819,B591533,213,QUATRO TENTOS DA TUNEIRA,MACHO,09/10/2017,7,B396137,FANTÁSTICO DE SÃO PEDRO,B356363,CAMB JOANA 459,LÚCIO MACHADO FONTOURA,
Morfologia Expointer,2026,1,2820,B536602,434,PAMPEIRO DA CABANHA SANTA FÉ,MACHO,26/09/2017,7,B317108,JA IMPULSO,B237452,CAMINERA DA CABANHA SANTA FÉ,GILBERTO RODRIGUES DE FREITAS,
Morfologia Expointer,2026,1,2821,B508432,93,PEREGRINO DAS TRÊS PIRÂMIDES,MACHO,12/09/2016,6,B269661,AS MALKE SEDUTOR-TE,B213820,CANANÉIA DAS TRÊS PIRÂMIDES,MOACIR ZENI TOMAZ FILHO,
Morfologia Expointer,2026,1,2883,B687337,2487,GAP RAINHA-TE,FÊMEA,28/02/2024,8,B562138,CHARQUE ALMIRANTE,B570910,GAP MARQUESA,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2026,1,2884,B676760,190,VARSOVIA DA DON FERRANTE,FÊMEA,06/02/2024,8,B552163,MONARCA DA BELA ESPERANÇA,B572676,IBERICA DO PINHEIRO ALTO,PARCERIA ANDREANI E FERRI,
Morfologia Expointer,2026,1,2885,B664339,186,VITÓRIA DO MORRO CHATO,FÊMEA,03/02/2024,8,B570652,QUEBRACHO NEGRO DO MORRO CHATO,B372960,GANDAIA DA MAYA,MARLUS ARRUDA SILVA,
Morfologia Expointer,2026,1,2886,B674452,189,VIBORA DA DON FERRANTE,FÊMEA,20/01/2024,8,B514288,XEQUE MATE DA BOA VISTA,B548505,ZR LIBÉRIA,PARCERIA ANDREANI E FERRI,
Morfologia Expointer,2026,1,2887,B678396,49,PALHEIRO QUERÊNCIA,FÊMEA,18/01/2024,8,B454471,CHARQUE SENSATO,B334602,BT COLORADA,HELINEY TAVARES IZQUIERDO,
Morfologia Expointer,2026,1,2888,B669900,89,FARROUPILHA DA TROPILHA PADROEIRA,FÊMEA,15/01/2024,7,B438313,KT AMANHECER,B515280,PO LUNA BLANCA,JOSÉ BERNARDO TERRA CARDOZO,
Morfologia Expointer,2026,1,2889,B673539,645,LA CASTELLANA UEJA,FÊMEA,11/01/2024,7,B644570,SIETE JILGUERO,B367473,LA CASTELLANA IMPERATRIZ,MARCELO AMARAL MORAES,
Morfologia Expointer,2026,1,2890,B660737,101,ULTIMA RIMA DA CASA VELHA,FÊMEA,06/01/2024,8,B514288,XEQUE MATE DA BOA VISTA,B387700,BELA DO ORUBÉ,WILLIAN LUVISON,
Morfologia Expointer,2026,1,2891,B661829,175,NORTEÑA DA RECORRIDA,FÊMEA,02/01/2024,9,B241833,BAGUNCEIRO 24 DA TROVADOR,B553995,HERRAMIENTA DA RECORRIDA,LEONARDO E MARÇAL FURIAN,
Morfologia Expointer,2026,1,2892,B674002,658,SANTA BRÍGIDA TINAJERA-TE,FÊMEA,26/12/2023,7,B286330,DEL OESTE MUTANTE,B428420,SANTA ALICE ORELHANA,JOSÉ THOMAZ LARRATEA ARDUVINO E FILHOS,
Morfologia Expointer,2026,1,2893,B667859,2062,BASCA LEONA,FÊMEA,23/12/2023,7,B617811,DEL OESTE FIERRO,B382870,BASCA ÚRSULA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2026,1,2894,B660324,190,IMACULADA DE LAS BUENAS,FÊMEA,08/12/2023,7,B396137,FANTÁSTICO DE SÃO PEDRO,B537580,BRIDA DE LAS BUENAS,LUIS CARLOS KOCZKODAY,
Morfologia Expointer,2026,1,2895,B669369,1536,AS MALKE NOBREZA II,FÊMEA,05/12/2023,7,B438313,KT AMANHECER,B376724,KT UMA BALA,SUCESSÃO DE JOSÉ SCHWANCK,
Morfologia Expointer,2026,1,2896,B671124,08,QUILAY ERVA BUENA,FÊMEA,05/12/2023,8,B530664,CHAMAMÉ NOCHERO,B460030,BASCA BUENA NOCHE,KAREN GOMES PFINGSTAG,
Morfologia Expointer,2026,1,2897,B661485,250,CANHAFÉ TIRANA,FÊMEA,30/11/2023,8,B530664,CHAMAMÉ NOCHERO,B519162,NIAZZI PÉROLA,FLAVIANO JUNIOR SAIBRO,
Morfologia Expointer,2026,1,2898,B662277,455,HARMONICA DE QUARACI,FÊMEA,28/11/2023,8,B530664,CHAMAMÉ NOCHERO,B356825,HARMONIA DO MORRO CHATO,ROSALIE TAVARES NEGRINI JONES,
Morfologia Expointer,2026,1,2899,B665628,2468,GAP RANCAGUA,FÊMEA,22/11/2023,8,B396137,"FANTÁSTICO DE
SÃO PEDRO",B570938,GAP MADRILEÑA,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2026,1,2900,B675381,1729,RE VIVARACHA,FÊMEA,20/11/2023,8,B616747,DEL OESTE ZORRINO,B491525,NASCENTE DA CABANHA SANTA FÉ,EVALDO FRANCISCO DA ROSA,
Morfologia Expointer,2026,1,2901,B672900,898,VENTANIA DA CABANHA SANTA FÉ-TE,FÊMEA,18/11/2023,8,B514288,XEQUE MATE DA BOA VISTA,B167227,JA XALALÁ,GILBERTO RODRIGUES DE FREITAS,
Morfologia Expointer,2026,1,2902,B671122,47,DÉCIMA RIMA DA PROTEÇÃO,FÊMEA,17/11/2023,8,B530664,CHAMAMÉ NOCHERO,B342501,ÁGATHA DO EL TRAPEZON,LAURA SIMÕES PANDO,
Morfologia Expointer,2026,1,2903,B663564,41,VENTANIA DAS BICAS,FÊMEA,12/11/2023,7,B409696,BASCO VENENO,B440904,ESTANCIEIRA DA SNC,WILLIAM PAIS VIGANÓ,
Morfologia Expointer,2026,1,2904,B662925,71,TARAGÜI CATARINA,FÊMEA,10/11/2023,9,B509618,JALISCO DA GAP SÃO PEDRO,B457543,TARAGÜI RINCONADA,ÉRICO E SÉRGIO RUSSO,
Morfologia Expointer,2026,1,2905,B666177,2460,GAP RAMA NEGRA,FÊMEA,10/11/2023,7,B396137,FANTÁSTICO DE SÃO PEDRO,B351095,AS MALKE VÍBORA,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2026,1,2907,B662802,13,AURORA DA CABANHA 2 R,FÊMEA,04/11/2023,9,B545029,ALCATRAZ DA BOA VISTA,B536556,PERITA DA CABANHA SANTA FÉ,RENATO ROSA DA SILVA,
Morfologia Expointer,2026,1,2908,B670788,2456,GAP RETRANCA-TE,FÊMEA,01/11/2023,9,B587123,QUEBRACHO DA TAIMÃ-TE,B588677,GAP NIRVANA,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2026,1,2910,B666070,177,IDOLATRIA DE LAS BUENAS,FÊMEA,26/10/2023,8,B209322,MARAGATO DOS ALPES,B489322,LA BRAVA DOS TRÊS CORAÇÕES,LUIS CARLOS KOCZKODAY,
Morfologia Expointer,2026,1,2911,B669359,1528,AS MALKE NAVALHA II,FÊMEA,25/10/2023,7,B536061,YANCA INTENDENTE,B455404,AS MALKE DRÁSTICA,SUCESSÃO DE JOSÉ SCHWANCK,
Morfologia Expointer,2026,1,2912,B665648,2448,GAP ROSA,FÊMEA,19/10/2023,7,B396137,FANTÁSTICO DE SÃO PEDRO,B479031,ITAPEMA DA GAP SÃO PEDRO,PARCERIA GAP GENÉTICA,
